Iliad Line,Label,First Scholion,Second Scholion,Third Scholion,Fourth Scholion,Fifth Scholion,Sixth Scholion,Seventh Scholion,Eighth Scholion,Ninth Scholion,Tenth Scholion,Eleventh Scholion,Twelfth Scholion,Thirteenth Scholion,Fourteenth Scholion,Fifteenth Scholion,Sixteenth Scholion,Seventeenth Scholion
urn:cts:greekLit:tlg0012.tlg001.msA:14.X,MainImIntIlExt,urn:cts:greekLit:tlg5026.msA.hmt:14.D18,urn:cts:greekLit:tlg5026.msA.hmt:14.D19,urn:cts:greekLit:tlg5026.msA.hmt:14.D20,urn:cts:greekLit:tlg5026.msAext.hmt:14.D5,urn:cts:greekLit:tlg5026.msAext.hmt:14.D6,urn:cts:greekLit:tlg5026.msAext.hmt:14.D7,urn:cts:greekLit:tlg5026.msAil.hmt:14.D1,urn:cts:greekLit:tlg5026.msAil.hmt:14.D2,urn:cts:greekLit:tlg5026.msAil.hmt:14.D3,urn:cts:greekLit:tlg5026.msAil.hmt:14.D6,urn:cts:greekLit:tlg5026.msAil.hmt:14.D7,urn:cts:greekLit:tlg5026.msAim.hmt:14.D7,urn:cts:greekLit:tlg5026.msAim.hmt:14.D8,urn:cts:greekLit:tlg5026.msAint.hmt:14.D6,urn:cts:greekLit:tlg5026.msAint.hmt:14.D7,urn:cts:greekLit:tlg5026.msAint.hmt:14.D8,urn:cts:greekLit:tlg5026.msAint.hmt:14.D9
