urn:cts:greekLit:tlg0012.tlg001.msA:14.499	msA.hmt:14.F7 vs msAint.hmt:14.F1	33.33%
urn:cts:greekLit:tlg0012.tlg001.msA:14.58	msA.hmt:14.E1 vs msAint.hmt:14.E2	40.0%
urn:cts:greekLit:tlg0012.tlg001.msA:14.62	msA.hmt:14.E3 vs msAint.hmt:14.E3	25.0%
urn:cts:greekLit:tlg0012.tlg001.msA:14.69	msAim.hmt:14.E1 vs msAint.hmt:14.E5	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:15.11	msA.hmt:15.12 vs msAint.hmt:15.1	12.5%
urn:cts:greekLit:tlg0012.tlg001.msA:15.134	msA.hmt:15.40 vs msAim.hmt:15.19	40.0%
urn:cts:greekLit:tlg0012.tlg001.msA:15.147-15.148	msA.hmt:15.45 vs msAint.hmt:15.15	33.33%
urn:cts:greekLit:tlg0012.tlg001.msA:15.155	msA.hmt:15.47 vs msAint.hmt:15.16	14.29%
urn:cts:greekLit:tlg0012.tlg001.msA:15.158	msAext.hmt:15.9 vs msAint.hmt:15.17	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:15.161	msAim.hmt:15.23 vs msAint.hmt:15.18	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:15.162	msA.hmt:15.50 vs msAil.hmt:15.16	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:15.17	msA.hmt:15.15 vs msAint.hmt:15.2	20.0%
urn:cts:greekLit:tlg0012.tlg001.msA:15.18	msA.hmt:15.16 vs msAint.hmt:15.3	50.0%
urn:cts:greekLit:tlg0012.tlg001.msA:15.197	msA.hmt:15.63 vs msAim.hmt:15.31	100.0%
urn:cts:greekLit:tlg0012.tlg001.msA:15.214	msA.hmt:15.70 vs msAint.hmt:15.22	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:15.225	msA.hmt:15.72 vs msAext.hmt:15.11	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:15.231	msA.hmt:15.75 vs msAim.hmt:15.34	25.0%
urn:cts:greekLit:tlg0012.tlg001.msA:15.232	msAim.hmt:15.35 vs msAint.hmt:15.25	57.14%
urn:cts:greekLit:tlg0012.tlg001.msA:15.24	msAim.hmt:15.1 vs msAint.hmt:15.6	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:15.252	msA.hmt:15.78 vs msAim.hmt:15.37	14.29%
urn:cts:greekLit:tlg0012.tlg001.msA:15.27	msA.hmt:15.19 vs msAim.hmt:15.2	11.11%
urn:cts:greekLit:tlg0012.tlg001.msA:15.288	msA.hmt:15.87 vs msAim.hmt:15.38	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:15.297	msAext.hmt:15.12 vs msAim.hmt:15.40	100.0%
urn:cts:greekLit:tlg0012.tlg001.msA:15.330	msA.hmt:15.96 vs msAint.hmt:15.30	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:15.394	msA.hmt:15.113 vs msAim.hmt:15.48	20.0%
urn:cts:greekLit:tlg0012.tlg001.msA:15.417	msA.hmt:15.121 vs msAint.hmt:15.37	33.33%
urn:cts:greekLit:tlg0012.tlg001.msA:15.45	msAext.hmt:15.2a vs msAim.hmt:15.5	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:15.494	msA.hmt:15.141 vs msAext.hmt:15.18	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:15.498	msA.hmt:15.142 vs msAim.hmt:15.58	50.0%
urn:cts:greekLit:tlg0012.tlg001.msA:15.513	msAim.hmt:15.59 vs msAint.hmt:15.39	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:15.531	msA.hmt:15.151 vs msAim.hmt:15.60	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:15.563	msA.hmt:15.158 vs msAim.hmt:15.64	33.33%
urn:cts:greekLit:tlg0012.tlg001.msA:15.571	msAim.hmt:15.65 vs msAint.hmt:15.42	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:15.601	msA.hmt:15.160 vs msAim.hmt:15.67	25.0%
urn:cts:greekLit:tlg0012.tlg001.msA:15.626	msA.hmt:15.168 vs msAint.hmt:15.46	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:15.634	msA.hmt:15.171 vs msAint.hmt:15.47	50.0%
urn:cts:greekLit:tlg0012.tlg001.msA:15.645	msA.hmt:15.174 vs msAim.hmt:15.69	16.67%
urn:cts:greekLit:tlg0012.tlg001.msA:15.681	msAim.hmt:15.71 vs msAint.hmt:15.52	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:15.737	msAext.hmt:15.24 vs msAim.hmt:15.76	33.33%
urn:cts:greekLit:tlg0012.tlg001.msA:15.8	msA.hmt:15.8 vs msAext.hmt:15.1	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:15.82	msAext.hmt:15.8 vs msAim.hmt:15.12	50.0%
urn:cts:greekLit:tlg0012.tlg001.msA:15.86	msA.hmt:15.30 vs msAint.hmt:15.13	27.27%
urn:cts:greekLit:tlg0012.tlg001.msA:15.94	msA.hmt:15.31 vs msAim.hmt:15.15	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:17.110	msA.hmt:17.48 vs msAint.hmt:17.15	11.11%
urn:cts:greekLit:tlg0012.tlg001.msA:17.153	msA.hmt:17.64 vs msAint.hmt:17.18	14.29%
urn:cts:greekLit:tlg0012.tlg001.msA:17.161	msAim.hmt:17.19 vs msAint.hmt:17.19	20.0%
urn:cts:greekLit:tlg0012.tlg001.msA:17.163	msA.hmt:17.67 vs msAim.hmt:17.20	20.0%
urn:cts:greekLit:tlg0012.tlg001.msA:17.170	msA.hmt:17.70 vs msAint.hmt:17.20	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:17.174	msA.hmt:17.73 vs msAim.hmt:17.22	37.5%
urn:cts:greekLit:tlg0012.tlg001.msA:17.178	msA.hmt:17.74 vs msAint.hmt:17.21	40.0%
urn:cts:greekLit:tlg0012.tlg001.msA:17.191	msA.hmt:17.80 vs msAim.hmt:17.24	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:17.213-17.214	msA.hmt:17.91 vs msAint.hmt:17.24	28.57%
urn:cts:greekLit:tlg0012.tlg001.msA:17.231	msA.hmt:17.100 vs msAim.hmt:17.28	66.67%
urn:cts:greekLit:tlg0012.tlg001.msA:17.242	msA.hmt:17.104 vs msAint.hmt:17.26	33.33%
urn:cts:greekLit:tlg0012.tlg001.msA:17.253	msAim.hmt:17.33 vs msAint.hmt:17.27	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:17.260	msA.hmt:17.109 vs msAim.hmt:17.34	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:17.32	msA.hmt:17.13 vs msAint.hmt:17.4	28.57%
urn:cts:greekLit:tlg0012.tlg001.msA:17.38	msAim.hmt:17.5 vs msAint.hmt:17.7	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:17.40	msA.hmt:17.18 vs msAim.hmt:17.6	28.57%
urn:cts:greekLit:tlg0012.tlg001.msA:17.42	msAext.hmt:17.1 vs msAim.hmt:17.7	20.0%
urn:cts:greekLit:tlg0012.tlg001.msA:17.44	msAext.hmt:17.2 vs msAint.hmt:17.8	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:17.54	msA.hmt:17.29 vs msAim.hmt:17.9	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:17.599	msA.hmt:17.119 vs msAint.hmt:17.28	11.11%
urn:cts:greekLit:tlg0012.tlg001.msA:17.607	msA.hmt:17.121 vs msAim.hmt:17.41	40.0%
urn:cts:greekLit:tlg0012.tlg001.msA:17.644	msA.hmt:17.130 vs msAint.hmt:17.32	20.0%
urn:cts:greekLit:tlg0012.tlg001.msA:17.65	msA.hmt:17.30 vs msAim.hmt:17.10	25.0%
urn:cts:greekLit:tlg0012.tlg001.msA:17.664	msAim.hmt:17.48 vs msAint.hmt:17.35	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:18.125	msA.hmt:18.53 vs msAint.hmt:18.11	60.0%
urn:cts:greekLit:tlg0012.tlg001.msA:18.136	msA.hmt:18.55 vs msAim.hmt:18.17	33.33%
urn:cts:greekLit:tlg0012.tlg001.msA:18.142	msA.hmt:18.57 vs msAim.hmt:18.19	87.5%
urn:cts:greekLit:tlg0012.tlg001.msA:18.171	msA.hmt:18.63 vs msAint.hmt:18.15	50.0%
urn:cts:greekLit:tlg0012.tlg001.msA:18.222	msA.hmt:18.81 vs msAint.hmt:18.20	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:18.239	msA.hmt:18.84 vs msAim.hmt:18.28	16.67%
urn:cts:greekLit:tlg0012.tlg001.msA:18.265	msA.hmt:18.96 vs msAim.hmt:18.31	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:18.269	msA.hmt:18.97 vs msAim.hmt:18.32	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:18.273	msA.hmt:18.99 vs msAim.hmt:18.33	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:18.28	msAim.hmt:18.3 vs msAint.hmt:18.4	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:18.308	msA.hmt:18.110 vs msAint.hmt:18.28	25.0%
urn:cts:greekLit:tlg0012.tlg001.msA:18.317	msA.hmt:18.113 vs msAint.hmt:18.30	40.0%
urn:cts:greekLit:tlg0012.tlg001.msA:18.34	msA.hmt:18.19 vs msAim.hmt:18.4	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:18.352	msA.hmt:18.120 vs msAim.hmt:18.38	25.0%
urn:cts:greekLit:tlg0012.tlg001.msA:18.376	msA.hmt:18.126 vs msAim.hmt:18.40	50.0%
urn:cts:greekLit:tlg0012.tlg001.msA:18.377	msA.hmt:18.127 vs msAext.hmt:18.4	25.0%
urn:cts:greekLit:tlg0012.tlg001.msA:18.40	msA.hmt:18.23 vs msAim.hmt:18.5	37.5%
urn:cts:greekLit:tlg0012.tlg001.msA:18.400	msA.hmt:18.139 vs msAim.hmt:18.41	100.0%
urn:cts:greekLit:tlg0012.tlg001.msA:18.458	msA.hmt:18.153 vs msAint.hmt:18.35	75.0%
urn:cts:greekLit:tlg0012.tlg001.msA:18.472	msAim.hmt:18.49 vs msAint.hmt:18.36	50.0%
urn:cts:greekLit:tlg0012.tlg001.msA:18.485	msAim.hmt:18.51 vs msAint.hmt:18.38	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:18.489	msA.hmt:18.172 vs msAint.hmt:18.39	36.36%
urn:cts:greekLit:tlg0012.tlg001.msA:18.492	msAim.hmt:18.52 vs msAint.hmt:18.40	22.22%
urn:cts:greekLit:tlg0012.tlg001.msA:18.499	msAim.hmt:18.54 vs msAint.hmt:18.57	7.69%
urn:cts:greekLit:tlg0012.tlg001.msA:18.501	msA.hmt:18.177 vs msAint.hmt:18.41	8.33%
urn:cts:greekLit:tlg0012.tlg001.msA:18.519	msA.hmt:18.188 vs msAint.hmt:18.45	12.5%
urn:cts:greekLit:tlg0012.tlg001.msA:18.526	msA.hmt:18.190 vs msAint.hmt:18.46	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:18.53	msAim.hmt:18.6 vs msAint.hmt:18.6	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:18.531	msA.hmt:18.191 vs msAext.hmt:18.12	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:18.538	msA.hmt:18.192 vs msAint.hmt:18.47	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:18.540	msA.hmt:18.193 vs msAim.hmt:18.61	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:18.557	msAim.hmt:18.64 vs msAint.hmt:18.49	50.0%
urn:cts:greekLit:tlg0012.tlg001.msA:18.560	msA.hmt:18.200 vs msAext.hmt:18.8	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:18.567	msA.hmt:18.201 vs msAim.hmt:18.67	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:18.576	msA.hmt:18.205 vs msAint.hmt:18.51	33.33%
urn:cts:greekLit:tlg0012.tlg001.msA:18.579	msA.hmt:18.206 vs msAim.hmt:18.68	62.5%
urn:cts:greekLit:tlg0012.tlg001.msA:18.589	msA.hmt:18.207 vs msAim.hmt:18.69	33.33%
urn:cts:greekLit:tlg0012.tlg001.msA:18.590	msA.hmt:18.214 vs msAint.hmt:18.52	40.0%
urn:cts:greekLit:tlg0012.tlg001.msA:18.595	msA.hmt:18.207a vs msAim.hmt:18.71	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:18.68	msA.hmt:18.31 vs msAim.hmt:18.7	33.33%
urn:cts:greekLit:tlg0012.tlg001.msA:18.7	msA.hmt:18.6 vs msAim.hmt:18.1	83.33%
urn:cts:greekLit:tlg0012.tlg001.msA:18.93	msAext.hmt:18.2 vs msAint.hmt:18.8	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:19.10	msA.hmt:19.2015office3_4 vs msAim.hmt:19.2015office3_2	33.33%
urn:cts:greekLit:tlg0012.tlg001.msA:19.105	msA.hmt:19.2015office10_1 vs msAim.hmt:19.2015office10_1	28.57%
urn:cts:greekLit:tlg0012.tlg001.msA:19.108	msA.hmt:19.2015office10_2 vs msAim.hmt:19.2015office10_3	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:19.27	msA.hmt:19.2015office4_2 vs msAim.hmt:19.2015office4_1	16.67%
urn:cts:greekLit:tlg0012.tlg001.msA:19.384	msA.hmt:19.hc_10 vs msAim.hmt:19.hc_5	25.0%
urn:cts:greekLit:tlg0012.tlg001.msA:19.403	msAext.hmt:19.hc_4 vs msAim.hmt:19.hc_8	66.67%
urn:cts:greekLit:tlg0012.tlg001.msA:19.79	msA.hmt:19.2015office9_3 vs msAint.hmt:19.2015office9_1	16.67%
urn:cts:greekLit:tlg0012.tlg001.msA:19.80	msA.hmt:19.2015office9_4 vs msAint.hmt:19.2015office9_2	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:19.95	msA.hmt:19.2015office9_11 vs msAint.hmt:19.2015office9_6	66.67%
urn:cts:greekLit:tlg0012.tlg001.msA:2.10	msAil.hmt:2.17 vs msAim.hmt:2.12	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.102	msA.hmt:2.127 vs msAint.hmt:2.144	33.33%
urn:cts:greekLit:tlg0012.tlg001.msA:2.105	msA.hmt:2.130 vs msAint.hmt:2.145	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.106	msA.hmt:2.131 vs msAil.hmt:2.164	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.107	msA.hmt:2.132 vs msAil.hmt:2.165	66.67%
urn:cts:greekLit:tlg0012.tlg001.msA:2.110	msAil.hmt:2.167 vs msAint.hmt:2.146	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.113	msAil.hmt:2.201 vs msAim.hmt:2.186	25.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.119	msAil.hmt:2.208 vs msAim.hmt:2.188	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.123	msA.hmt:2.178 vs msAint.hmt:2.194	40.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.129	msAil.hmt:2.217 vs msAim.hmt:2.191	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.130	msA.hmt:2.182 vs msAil.hmt:2.218	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.132	msAil.hmt:2.220 vs msAint.hmt:2.196	83.33%
urn:cts:greekLit:tlg0012.tlg001.msA:2.135	msAil.hmt:2.222 vs msAim.hmt:2.192	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.143	msAil.hmt:2.253 vs msAint.hmt:2.242	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.147	msA.hmt:2.228 vs msAil.hmt:2.257	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.173	msAil.hmt:2.299 vs msAint.hmt:2.288	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.175	msA.hmt:2.275 vs msAint.hmt:2.289	16.67%
urn:cts:greekLit:tlg0012.tlg001.msA:2.179	msAil.hmt:2.300 vs msAint.hmt:2.290	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.180	msAil.hmt:2.301 vs msAim.hmt:2.283	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.184	msAil.hmt:2.304 vs msAim.hmt:2.284	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.188	msAil.hmt:2.342 vs msAint.hmt:2.331	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.195	msA.hmt:2.311 vs msAil.hmt:2.353	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.203	msAim.hmt:2.329 vs msAint.hmt:2.335	11.11%
urn:cts:greekLit:tlg0012.tlg001.msA:2.21	msAil.hmt:2.36 vs msAim.hmt:2.29	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.215	msAil.hmt:2.398 vs msAim.hmt:2.389	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.23	msA.hmt:2.22 vs msAil.hmt:2.37	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.246	msA.hmt:2.411 vs msAil.hmt:2.423	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.255	msA.hmt:2.414 vs msAim.hmt:2.420	37.5%
urn:cts:greekLit:tlg0012.tlg001.msA:2.258	msA.hmt:2.415 vs msAim.hmt:2.421	50.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.26	msAil.hmt:2.40 vs msAint.hmt:2.32	16.67%
urn:cts:greekLit:tlg0012.tlg001.msA:2.262	msA.hmt:2.417 vs msAim.hmt:2.422	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.270	msA.hmt:2.429 vs msAil.hmt:2.442	50.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.291	msAim.hmt:2.459 vs msAint.hmt:2.461	25.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.292	msA.hmt:2.444 vs msAint.hmt:2.462	33.33%
urn:cts:greekLit:tlg0012.tlg001.msA:2.300	msAext.hmt:2.467 vs msAim.hmt:2.460	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.302	msA.hmt:2.448 vs msAil.hmt:2.464	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.337	msA.hmt:2.478 vs msAim.hmt:2.481	80.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.346	msA.hmt:2.489 vs msAint.hmt:2.500	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.347	msA.hmt:2.487 vs msAim.hmt:2.498	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.35	msAim.hmt:2.31 vs msAint.hmt:2.33	25.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.373	msA.hmt:2.507 vs msAim.hmt:2.514	10.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.388	msA.hmt:2.517 vs msAim.hmt:2.527	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.41	msA.hmt:2.55 vs msAil.hmt:2.82	20.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.42	msA.hmt:2.56 vs msAil.hmt:2.83	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.427	msA.hmt:2.533 vs msAim.hmt:2.539	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.446	msA.hmt:2.546 vs msAint.hmt:2.562	12.5%
urn:cts:greekLit:tlg0012.tlg001.msA:2.447	msA.hmt:2.547 vs msAil.hmt:2.566	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.448	msA.hmt:2.549 vs msAint.hmt:2.563	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.45	msA.hmt:2.60 vs msAil.hmt:2.86	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.46	msA.hmt:2.61 vs msAil.hmt:2.87	22.22%
urn:cts:greekLit:tlg0012.tlg001.msA:2.462	msA.hmt:2.557 vs msAext.hmt:2.567	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.5	msA.hmt:2.6 vs msAim.hmt:2.11	16.67%
urn:cts:greekLit:tlg0012.tlg001.msA:2.511	msA.hmt:2.598 vs msAext.hmt:2.511x	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.52	msAil.hmt:2.91 vs msAim.hmt:2.71	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.655	msA.hmt:2.676 vs msAext.hmt:2.686	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.735	msA.hmt:2.722 vs msAim.hmt:2.729	14.29%
urn:cts:greekLit:tlg0012.tlg001.msA:2.74	msA.hmt:2.102 vs msAil.hmt:2.115	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.741	msA.hmt:2.725 vs msAim.hmt:2.731	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.77	msAil.hmt:2.116 vs msAim.hmt:2.108	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.802	msAil.hmt:2.773 vs msAint.hmt:2.771	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.814	msA.hmt:2.766 vs msAil.hmt:2.774	100.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.819	msA.hmt:2.775 vs msAext.hmt:2.789	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.835	msAil.hmt:2.790 vs msAim.hmt:2.788	16.67%
urn:cts:greekLit:tlg0012.tlg001.msA:2.85	msA.hmt:2.106 vs msAil.hmt:2.121	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.852	msA.hmt:2.793 vs msAint.hmt:2.801	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.88	msA.hmt:2.124 vs msAil.hmt:2.150	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:2.89	msAim.hmt:2.135 vs msAint.hmt:2.140	6.25%
urn:cts:greekLit:tlg0012.tlg001.msA:2.93	msAil.hmt:2.153 vs msAim.hmt:2.136	33.33%
urn:cts:greekLit:tlg0012.tlg001.msA:2.95	msAil.hmt:2.156 vs msAint.hmt:2.142	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:3.10	msA.hmt:3.23 vs msAint.hmt:3.22	36.36%
urn:cts:greekLit:tlg0012.tlg001.msA:3.103	msA.hmt:3.171 vs msAim.hmt:3.693	9.09%
urn:cts:greekLit:tlg0012.tlg001.msA:3.134	msA.hmt:3.216 vs msAim.hmt:3.706	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:3.150	msAim.hmt:3.708 vs msAint.hmt:3.241	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:3.151	msA.hmt:3.245 vs msAim.hmt:3.709	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:3.183	msA.hmt:3.296 vs msAil.hmt:3.716	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:3.2	msA.hmt:3.8 vs msAint.hmt:3.4	9.09%
urn:cts:greekLit:tlg0012.tlg001.msA:3.213	msA.hmt:3.334 vs msAil.hmt:3.721	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:3.215	msA.hmt:3.337 vs msAim.hmt:3.719	44.44%
urn:cts:greekLit:tlg0012.tlg001.msA:3.220	msA.hmt:3.347 vs msAil.hmt:3.723	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:3.25	msA.hmt:3.50 vs msAint.hmt:3.55	13.33%
urn:cts:greekLit:tlg0012.tlg001.msA:3.250	msA.hmt:3.388 vs msAint.hmt:3.387	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:3.259	msAext.hmt:3.731 vs msAint.hmt:3.394	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:3.270	msA.hmt:3.402 vs msAint.hmt:3.403	12.5%
urn:cts:greekLit:tlg0012.tlg001.msA:3.276	msA.hmt:3.412 vs msAim.hmt:3.730	20.0%
urn:cts:greekLit:tlg0012.tlg001.msA:3.280	msA.hmt:3.423 vs msAext.hmt:3.735	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:3.295	msAil.hmt:3.737 vs msAim.hmt:3.734	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:3.326	msAim.hmt:3.741 vs msAint.hmt:3.478	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:3.348	msA.hmt:3.505 vs msAim.hmt:3.751	50.0%
urn:cts:greekLit:tlg0012.tlg001.msA:3.352	msA.hmt:3.509 vs msAim.hmt:3.755	50.0%
urn:cts:greekLit:tlg0012.tlg001.msA:3.362	msA.hmt:3.523 vs msAim.hmt:3.757	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:3.391	msA.hmt:3.570 vs msAil.hmt:3.766	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:3.402	msAil.hmt:3.774 vs msAim.hmt:3.767	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:3.406	msA.hmt:3.598 vs msAim.hmt:3.768	50.0%
urn:cts:greekLit:tlg0012.tlg001.msA:3.414	msA.hmt:3.605 vs msAim.hmt:3.770	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:3.416	msA.hmt:3.610 vs msAim.hmt:3.771	55.56%
urn:cts:greekLit:tlg0012.tlg001.msA:3.417	msAil.hmt:3.776 vs msAim.hmt:3.772	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:3.434	msA.hmt:3.635 vs msAim.hmt:3.777	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:3.49	msA.hmt:3.100 vs msAil.hmt:3.680	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:3.80	msA.hmt:3.149 vs msAil.hmt:3.689	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:3.82	msA.hmt:3.151 vs msAim.hmt:3.686	25.0%
urn:cts:greekLit:tlg0012.tlg001.msA:3.83	msA.hmt:3.152 vs msAil.hmt:3.690	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:3.97	msA.hmt:3.163 vs msAim.hmt:3.687	50.0%
urn:cts:greekLit:tlg0012.tlg001.msA:3.99	msA.hmt:3.164 vs msAint.hmt:3.165	33.33%
urn:cts:greekLit:tlg0012.tlg001.msA:4.101	msA.hmt:4.169 vs msAim.hmt:4.800	22.22%
urn:cts:greekLit:tlg0012.tlg001.msA:4.117	msA.hmt:4.196 vs msAim.hmt:4.803	28.57%
urn:cts:greekLit:tlg0012.tlg001.msA:4.126	msA.hmt:4.212 vs msAil.hmt:4.806	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:4.139	msA.hmt:4.234 vs msAint.hmt:4.235	28.57%
urn:cts:greekLit:tlg0012.tlg001.msA:4.141	msA.hmt:4.241 vs msAint.hmt:4.242	5.56%
urn:cts:greekLit:tlg0012.tlg001.msA:4.147	msA.hmt:4.262 vs msAint.hmt:4.260	8.33%
urn:cts:greekLit:tlg0012.tlg001.msA:4.151	msA.hmt:4.269 vs msAim.hmt:4.807	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:4.164	msA.hmt:4.296 vs msAint.hmt:4.300	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:4.167	msA.hmt:4.304 vs msAim.hmt:4.809	42.86%
urn:cts:greekLit:tlg0012.tlg001.msA:4.17	msA.hmt:4.32 vs msAim.hmt:4.789	60.0%
urn:cts:greekLit:tlg0012.tlg001.msA:4.189	msAim.hmt:4.813 vs msAint.hmt:4.339	11.11%
urn:cts:greekLit:tlg0012.tlg001.msA:4.190	msA.hmt:4.340 vs msAil.hmt:4.817	0.0%
urn:cts:greekLit:tlg0012.tlg001.msA:4.195	msA.hmt:4.348 vs msAim.hmt:4.814	0.0%
