Line Number	Scholia Being Compared and percentage of Words from the Small Schol in the Longer Schol
urn:cts:greekLit:tlg0012.tlg001.msA:9.571	msA.hmt:9.693 (92) vs msA.hmt:9.545 (27): 6.0 (22.22%)
urn:cts:greekLit:tlg0012.tlg001.msA:9.571	msA.hmt:9.545 (27) vs msAil.hmt:9.570 (1): 0.0 (0.0%)
urn:cts:greekLit:tlg0012.tlg001.msA:9.571	msA.hmt:9.545 (27) vs msAim.hmt:9.560 (8): 2.0 (25.0%)
urn:cts:greekLit:tlg0012.tlg001.msA:9.571	msA.hmt:9.693 (92) vs msA.hmt:9.546 (27): 5.0 (18.52%)
urn:cts:greekLit:tlg0012.tlg001.msA:9.571	msA.hmt:9.546 (27) vs msAil.hmt:9.570 (1): 0.0 (0.0%)
urn:cts:greekLit:tlg0012.tlg001.msA:9.571	msA.hmt:9.546 (27) vs msAim.hmt:9.560 (8): 2.0 (25.0%)
urn:cts:greekLit:tlg0012.tlg001.msA:9.571	msA.hmt:9.693 (92) vs msAil.hmt:9.570 (1): 0.0 (0.0%)
urn:cts:greekLit:tlg0012.tlg001.msA:9.571	msA.hmt:9.693 (92) vs msAim.hmt:9.560 (8): 2.0 (25.0%)
urn:cts:greekLit:tlg0012.tlg001.msA:9.571	msAim.hmt:9.560 (8) vs msAil.hmt:9.570 (1): 0.0 (0.0%)
urn:cts:greekLit:tlg0012.tlg001.msA:9.63	msA.hmt:9.81 (31) vs msAil.hmt:9.79 (1): 0.0 (0.0%)
urn:cts:greekLit:tlg0012.tlg001.msA:9.63	msA.hmt:9.81 (31) vs msAil.hmt:9.98 (1): 0.0 (0.0%)
urn:cts:greekLit:tlg0012.tlg001.msA:9.63	msA.hmt:9.81 (31) vs msAil.hmt:9.99 (1): 1.0 (100.0%)
urn:cts:greekLit:tlg0012.tlg001.msA:9.63	msA.hmt:9.81 (31) vs msAint.hmt:9.93 (7): 1.0 (14.29%)
urn:cts:greekLit:tlg0012.tlg001.msA:9.63	msAil.hmt:9.79 (1) vs msAil.hmt:9.98 (1): 0.0 (0.0%)
urn:cts:greekLit:tlg0012.tlg001.msA:9.63	msAil.hmt:9.79 (1) vs msAil.hmt:9.99 (1): 0.0 (0.0%)
urn:cts:greekLit:tlg0012.tlg001.msA:9.63	msAint.hmt:9.93 (7) vs msAil.hmt:9.79 (1): 0.0 (0.0%)
urn:cts:greekLit:tlg0012.tlg001.msA:9.63	msAil.hmt:9.98 (1) vs msAil.hmt:9.99 (1): 0.0 (0.0%)
urn:cts:greekLit:tlg0012.tlg001.msA:9.63	msAint.hmt:9.93 (7) vs msAil.hmt:9.98 (1): 0.0 (0.0%)
urn:cts:greekLit:tlg0012.tlg001.msA:9.63	msAint.hmt:9.93 (7) vs msAil.hmt:9.99 (1): 0.0 (0.0%)
urn:cts:greekLit:tlg0012.tlg001.msA:9.7	msA.hmt:9.8 (143) vs msAil.hmt:9.22 (3): 1.0 (33.33%)
urn:cts:greekLit:tlg0012.tlg001.msA:9.7	msA.hmt:9.8 (143) vs msAil.hmt:9.23 (1): 0.0 (0.0%)
urn:cts:greekLit:tlg0012.tlg001.msA:9.7	msA.hmt:9.8 (143) vs msAil.hmt:9.24 (1): 0.0 (0.0%)
urn:cts:greekLit:tlg0012.tlg001.msA:9.7	msA.hmt:9.8 (143) vs msAint.hmt:9.12 (5): 2.0 (40.0%)
urn:cts:greekLit:tlg0012.tlg001.msA:9.7	msAil.hmt:9.22 (3) vs msAil.hmt:9.23 (1): 0.0 (0.0%)
urn:cts:greekLit:tlg0012.tlg001.msA:9.7	msAil.hmt:9.22 (3) vs msAil.hmt:9.24 (1): 0.0 (0.0%)
urn:cts:greekLit:tlg0012.tlg001.msA:9.7	msAint.hmt:9.12 (5) vs msAil.hmt:9.22 (3): 1.0 (33.33%)
urn:cts:greekLit:tlg0012.tlg001.msA:9.7	msAil.hmt:9.23 (1) vs msAil.hmt:9.24 (1): 0.0 (0.0%)
urn:cts:greekLit:tlg0012.tlg001.msA:9.7	msAint.hmt:9.12 (5) vs msAil.hmt:9.23 (1): 0.0 (0.0%)
urn:cts:greekLit:tlg0012.tlg001.msA:9.7	msAint.hmt:9.12 (5) vs msAil.hmt:9.24 (1): 0.0 (0.0%)
